name,city,latitude,longitude,point_type,square_size_km,area_km2,center_lat,center_lon,radiance_2240m_carre,class,final_image_filename,predicted_class,correct_prediction
point_11258,unknown,9.3924612,13.3759705,original,2.24,5.017600025949832,9.3924612,13.3759705,0.87612754,1,point_11258_unknown_class_1_9.392461_13.375970.png,1,True
point_1611,unknown,10.6376919,-4.7561262,original,2.24,5.017600025948604,10.6376919,-4.7561262,8.492192,2,point_1611_unknown_class_2_10.637692_-4.756126.png,2,True
point_11309_north,unknown,-0.4705225380314943,36.3257803,north,2.24,5.017600025960915,-0.4705225380314943,36.3257803,2.357773,1,point_11309_north_unknown_class_1_-0.470523_36.325780.png,1,True
point_1149_north,unknown,7.372631535889501,-2.3450168,north,2.24,5.017600025955469,7.372631535889501,-2.3450168,8.069201,2,point_1149_north_unknown_class_2_7.372632_-2.345017.png,2,True
point_15278_north,unknown,4.029725376746317,9.1666324,north,2.24,5.017600025958815,4.029725376746317,9.1666324,1.9437594,1,point_15278_north_unknown_class_1_4.029725_9.166632.png,2,False
point_730_east,unknown,7.715060218200921,-4.980038250945783,east,2.24,5.017600025954358,7.715060218200921,-4.980038250945783,10.715676,2,point_730_east_unknown_class_2_7.715060_-4.980038.png,2,True
point_17550_east,unknown,0.3025083812182191,32.79749124095352,east,2.24,5.01760002596061,0.3025083812182191,32.79749124095352,1.4258786,1,point_17550_east_unknown_class_1_0.302508_32.797491.png,0,False
point_2025_east,unknown,9.6108575978624,-13.576228193688442,east,2.24,5.017600025949539,9.6108575978624,-13.576228193688442,7.7712517,2,point_2025_east_unknown_class_2_9.610858_-13.576228.png,2,True
point_9609,unknown,6.463831,1.8382261,original,2.24,5.017600025956316,6.463831,1.8382261,0.489857,0,point_9609_unknown_class_0_6.463831_1.838226.png,1,False
point_4393_north,unknown,10.354328417895143,37.7291131,north,2.24,5.017600025951455,10.354328417895143,37.7291131,2.0001948,1,point_4393_north_unknown_class_1_10.354328_37.729113.png,2,False
point_17293_north,unknown,0.3658227684441477,32.0010369,north,2.24,5.017600025960427,0.3658227684441477,32.0010369,0.37993774,0,point_17293_north_unknown_class_0_0.365823_32.001037.png,0,True
point_17099_north,unknown,-0.6549298511225098,30.593061,north,2.24,5.017600025959781,-0.6549298511225098,30.593061,0.5140574,0,point_17099_north_unknown_class_0_-0.654930_30.593061.png,0,True
point_3038,unknown,9.8902425,8.8783887,original,2.24,5.017600025950324,9.8902425,8.8783887,6.9318175,2,point_3038_unknown_class_2_9.890242_8.878389.png,2,True
point_1619,unknown,11.6616417,-1.073194,original,2.24,5.017600025947952,11.6616417,-1.073194,2.7196052,1,point_1619_unknown_class_1_11.661642_-1.073194.png,1,True
point_11299_west,unknown,5.660532647456747,-0.3184911059013021,west,2.24,5.017600025957326,5.660532647456747,-0.3184911059013021,24.687494,2,point_11299_west_unknown_class_2_5.660533_-0.318491.png,2,True
