image_name,image_lat,image_lon,cluster_lat,cluster_lon,pcexp,nightlights,nightlights_bin,is_train
5.340532027868917_-4.025852780317594_5.3405411_-4.0260303.png,5.340532027868917,-4.025852780317594,5.3405411,-4.0260303,1020831.75,175.0,1,False
5.340745282769441_-4.025807235212275_5.3404997_-4.0262019.png,5.340745282769441,-4.025807235212275,5.3404997,-4.0262019,1683393.0,175.0,1,False
5.340075161680703_-4.025578163599464_5.3397475_-4.0259629.png,5.340075161680703,-4.025578163599464,5.3397475,-4.0259629,844232.4,175.0,1,False
5.339713165823903_-4.025925594802797_5.33994697965682_-4.02613889425993.png,5.339713165823903,-4.025925594802797,5.33994697965682,-4.02613889425993,1197390.0,175.0,1,False
5.337677665186877_-4.026007734859324_5.33805074170232_-4.02620603330433.png,5.337677665186877,-4.026007734859324,5.33805074170232,-4.02620603330433,1239934.1,0.0,0,False
5.334469085222183_-4.026372220788304_5.33478142227978_-4.02639429084957.png,5.334469085222183,-4.026372220788304,5.33478142227978,-4.02639429084957,1005426.9,175.0,1,False
5.337236886205452_-4.02573584960804_5.33701318781823_-4.02574636973441.png,5.337236886205452,-4.02573584960804,5.33701318781823,-4.02574636973441,867600.6,0.0,0,False
5.306282107762448_-3.9862021960305962_5.3061447_-3.9863016.png,5.306282107762448,-3.986202196030596,5.3061447,-3.9863016,923736.75,173.0,1,False
5.305419051518013_-3.9860183249564884_5.3058597_-3.9864027.png,5.305419051518013,-3.986018324956488,5.3058597,-3.9864027,422438.6,173.0,1,False
5.3068861552950874_-3.985791686561049_5.3066971_-3.9858886.png,5.306886155295088,-3.985791686561049,5.3066971,-3.9858886,951193.8,173.0,1,False
5.306341772074229_-3.987843179159174_5.3060843_-3.9877769.png,5.306341772074229,-3.987843179159174,5.3060843,-3.9877769,1161140.2,0.0,0,False
5.305866158500435_-3.9871610849906896_5.3062672_-3.9871976.png,5.305866158500435,-3.9871610849906896,5.3062672,-3.9871976,1983455.1,0.0,0,False
5.449708609913405_-4.053877860854936_5.44946446549147_-4.05399112030864.png,5.449708609913405,-4.053877860854936,5.44946446549147,-4.05399112030864,378908.44,0.0,0,False
5.449748420245619_-4.054642871304239_5.44954350683838_-4.05437065288424.png,5.449748420245619,-4.054642871304239,5.44954350683838,-4.05437065288424,613246.5,0.0,0,False
5.448729378927338_-4.054517062988558_5.44892957434058_-4.05449084937572.png,5.448729378927338,-4.054517062988558,5.44892957434058,-4.05449084937572,241670.84,0.0,0,False
5.448947052869632_-4.0539560602969145_5.4491331288591_-4.05434751883149.png,5.448947052869632,-4.0539560602969145,5.4491331288591,-4.05434751883149,513209.34,0.0,0,False
5.449328778554944_-4.054478141670465_5.4494013_-4.0544066.png,5.449328778554944,-4.054478141670465,5.4494013,-4.0544066,854035.94,0.0,0,False
